time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,7.94,25.39,31.39,50.6,16.81,22.23,56.56,9.52,7.03,10.26,2.86,8.06,40.46,35.16,42.55,88.5,3.05,,6.32,10.4,10.72,6.6,39.23,63.3,4.74,102.05,125.5,73.1,7.86,30.3
2020-02-04,8.01,25.02,31.22,49.56,17.95,22.19,55.96,9.34,7.09,10.26,2.89,8.35,41.27,35.35,43.04,87.21,3.18,,6.38,10.4,10.62,6.7,39.06,63.74,4.77,102.05,129.8,72.77,7.86,30.15
2020-02-05,8.12,26.05,31.5,49.65,18.55,22.35,55.3,9.61,7.3,10.35,3.18,8.37,40.87,35.1,43.04,84.75,3.46,,6.38,10.45,10.74,6.71,39.32,63.96,4.85,102.05,129.3,71.25,8.25,30.2
2020-02-06,8.29,24.83,30.88,50.78,18.75,22.69,56.56,9.87,7.68,10.43,3.1,8.52,40.42,35.29,43.29,83.08,3.65,,6.54,10.95,10.89,6.84,39.53,64.11,4.91,101.96,127.9,71.85,8.55,30.95
2020-02-07,8.32,25.21,30.42,51.99,18.45,22.65,57.28,9.78,7.71,10.47,3.06,8.44,40.38,34.97,43.46,83.08,3.6,,6.64,11.45,10.84,6.79,39.49,64.7,4.88,101.69,131.9,73.1,8.6,32.25
2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,8.26,24.74,29.22,51.91,18.22,22.44,57.21,9.69,7.66,10.2,3.06,8.25,40.38,34.39,42.88,83.08,3.37,,6.51,11.1,10.67,6.71,38.93,63.89,4.85,101.42,131.0,72.38,8.48,31.5
2020-02-11,8.22,24.55,29.34,50.43,18.52,22.74,57.15,9.78,7.58,10.18,3.06,8.25,41.84,34.17,43.71,81.41,3.37,,6.51,11.45,10.81,6.7,38.93,63.66,4.8,101.51,129.1,72.11,8.52,31.65
2020-02-12,8.88,25.21,29.56,51.56,18.98,23.16,57.02,9.78,7.66,9.99,3.01,8.48,41.03,35.0,43.95,81.78,3.46,,6.58,11.8,11.13,6.75,39.06,63.89,4.91,100.8,129.2,71.45,9.0,31.85
2020-02-13,8.88,26.05,29.11,50.69,18.42,23.07,58.0,9.78,7.56,9.89,3.01,8.42,41.19,34.87,44.53,81.56,3.41,,6.54,11.6,10.98,6.75,38.93,63.66,5.13,100.18,129.2,71.12,8.92,31.45
2020-02-14,9.26,25.21,28.88,50.17,18.25,23.07,58.53,10.14,7.57,9.83,3.18,8.48,40.62,34.46,44.45,82.07,3.46,,6.6,11.9,11.35,6.97,39.06,65.29,5.18,100.09,129.2,71.05,9.22,32.2
2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,9.22,25.3,29.39,49.99,18.05,23.12,58.79,10.23,7.36,9.87,3.18,8.6,40.3,34.39,44.2,80.8,3.51,,6.64,11.85,11.59,6.99,39.1,64.84,5.16,97.78,128.9,71.18,9.15,31.8
