time,open,high,low,close,volume
2023-01-03,1011.54,1043.9,1011.38,1043.9,551325561
2023-01-04,1047.91,1052.6,1041.56,1046.35,647730520
2023-01-05,1048.17,1058.14,1046.64,1055.82,535052900
2023-01-06,1055.46,1065.58,1047.26,1051.44,698499467
2023-01-09,1058.28,1062.12,1050.95,1054.21,475203965
2023-01-10,1054.21,1057.44,1045.75,1053.35,546263068
2023-01-11,1058.25,1065.69,1054.53,1055.76,545184418
2023-01-12,1058.51,1060.97,1050.27,1056.39,506466858
2023-01-13,1060.96,1066.39,1055.23,1060.17,670231695
2023-01-16,1060.17,1067.74,1057.87,1066.68,520790888
2023-01-17,1067.6,1088.29,1067.6,1088.29,673933466
2023-01-18,1092.5,1100.39,1089.56,1098.28,604197540
2023-01-19,1098.28,1111.72,1094.46,1108.08,617714336
2023-01-27,1114.58,1124.3,1111.41,1117.1,604933400
2023-01-30,1117.31,1118.46,1102.57,1102.57,798675700
2023-01-31,1100.87,1111.18,1088.25,1111.18,748424020
2023-02-01,1114.26,1116.96,1075.97,1075.97,1029897286
2023-02-02,1079.64,1083.36,1070.81,1077.59,634742880
2023-02-03,1077.59,1081.89,1070.46,1077.15,563829415
2023-02-06,1077.14,1089.29,1067.24,1089.29,527006509
2023-02-07,1089.43,1092.12,1065.18,1065.84,673206842
2023-02-08,1067.58,1079.51,1063.5,1072.22,569317582
2023-02-09,1070.07,1075.2,1064.03,1064.03,473849440
2023-02-10,1066.11,1066.28,1054.08,1055.3,463941839
2023-02-13,1050.7,1054.05,1031.7,1043.7,681323770
2023-02-14,1043.7,1046.64,1032.76,1038.64,395732862
2023-02-15,1037.11,1051.89,1034.39,1048.2,585762700
2023-02-16,1048.2,1058.29,1047.45,1058.29,475804145
2023-02-17,1058.29,1062.25,1053.26,1059.31,465080299
2023-02-20,1059.74,1088.01,1059.56,1086.69,682286993
2023-02-21,1089.61,1095.1,1081.8,1082.23,720349483
2023-02-22,1079.72,1079.72,1054.28,1054.28,814013600
